Candidato - nome de urna;SG_PARTIDO;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_DECLARAR_BENS
GUSTAVO DAMÁSIO;REPUBLICANOS;BRASILEIRA NATA;37;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
GUSTAVO PIRES;PROS;BRASILEIRA NATA;47;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
GUSTTAVO APP;PSL;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
GUTO STENNER;PMN;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
HAISSA SIQUEIRA;PL;BRASILEIRA NATA;34;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
HAMILTON VIGILANTE;PP;BRASILEIRA NATA;53;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
HAROLDO DARTAGNAN;PC do B;BRASILEIRA NATA;63;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
HELHÃO EDUCADOR;AVANTE;BRASILEIRA NATA;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
HELINHO DA FARMÁCIA;PSD;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
HÉLIO COSTA;MDB;BRASILEIRA NATA;71;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
HELIO FILHO BH;NOVO;BRASILEIRA NATA;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
HÉLIO KATU;MDB;BRASILEIRA NATA;59;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;S
HELIO MARCASSA;PDT;BRASILEIRA NATA;53;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;S
HELTON AIRONE;CIDADANIA;BRASILEIRA NATA;42;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
HELTON JUNIOR ;PDT;BRASILEIRA NATA;21;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;S
HEMILY GABRIELE;REPUBLICANOS;BRASILEIRA NATA;20;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
HENRIQUE BRAGA;PSDB;BRASILEIRA NATA;68;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
HENRIQUE FÉLIX;PTC;BRASILEIRA NATA;24;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
HENRIQUE FERREIRA;MDB;BRASILEIRA NATA;40;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
HENRIQUE MENDES CAMPOS;PSC;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
HILDEBRANDO PEREIRA;PV;BRASILEIRA NATA;53;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;N
HILDINHA DA PRAÇA;PSD;BRASILEIRA NATA;56;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
HILTON PAIVA TIM;SOLIDARIEDADE;BRASILEIRA NATA;59;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
HOLSTEIN COUTINHO ;PATRIOTA;BRASILEIRA NATA;54;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;S
HORTÊNCIA CONTADORA;SOLIDARIEDADE;BRASILEIRA NATA;53;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
HUDSON DINHO;PATRIOTA;BRASILEIRA NATA;35;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
HUDSON LUIZ;PSL;BRASILEIRA NATA;55;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
HUGLEIBER TEIXEIRA;REDE;BRASILEIRA NATA;47;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
HUGO PERES;PDT;BRASILEIRA NATA;40;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
HUMBERTO GUERRA;MDB;BRASILEIRA NATA;28;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;S
IDÉLCIO FERREIRA;REDE;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
IEIÉ;CIDADANIA;BRASILEIRA NATA;43;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;N
IGOR VICTOR;PATRIOTA;BRASILEIRA NATA;32;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
ILÍDIO FERRARINHA;SOLIDARIEDADE;BRASILEIRA NATA;59;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRANCA;S
INHO DA BORRACHARIA;PTC;BRASILEIRA NATA;58;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;S
INSPETOR WILLIAN BRAGA;AVANTE;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
INSTRUTOR REINALDO;PTC;BRASILEIRA NATA;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
INSTRUTOR WELLINGTON;DEM;BRASILEIRA NATA;36;MASCULINO;LÊ E ESCREVE;DIVORCIADO(A);PRETA;S
IRANI DO SUPLETIVO;AVANTE;BRASILEIRA NATA;64;FEMININO;ENSINO MÉDIO COMPLETO;VIÚVO(A);PARDA;S
IRINEU SILVEIRA;PATRIOTA;BRASILEIRA NATA;49;MASCULINO;LÊ E ESCREVE;CASADO(A);BRANCA;S
IRIS;PP;BRASILEIRA NATA;49;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
IRLAN MELO;PSD;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
IRMÃ CARLA;PODE;BRASILEIRA NATA;47;FEMININO;LÊ E ESCREVE;CASADO(A);PRETA;N
IRMÃ CIDA;MDB;BRASILEIRA NATA;58;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;N
ISRAEL FILHO;PATRIOTA;BRASILEIRA NATA;65;MASCULINO;ENSINO MÉDIO COMPLETO;VIÚVO(A);BRANCA;S
ISRAEL LETI;PATRIOTA;BRASILEIRA NATA;69;MASCULINO;LÊ E ESCREVE;VIÚVO(A);PRETA;S
IVAN CÂNDIDO INST CAPRICHO;REDE;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;S
IVAN PAPO RETO;PSL;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
IVANI DO CARMO;PV;BRASILEIRA NATA;56;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;S
IVANI ROSA;PSL;BRASILEIRA NATA;56;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;N
IZA LOURENÇA;PSOL;BRASILEIRA NATA;27;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
IZABELLA TURQUETTI;PC do B;BRASILEIRA NATA;22;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
IZAIAS DO RESTAURANTE;DC;BRASILEIRA NATA;42;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;S
IZAQUE FERNANDES;PTB;BRASILEIRA NATA;30;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JACK DO BAIRRO GOIÂNIA;PP;BRASILEIRA NATA;40;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JACKSON;PSOL;BRASILEIRA NATA;37;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JACQUELINE BELICO;PTB;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
JADISON NANTES;REDE;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JAIR DI GREGÓRIO;PSD;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);SEM INFORMAÇÃO;S
JAIRO BARRIONI;PDT;BRASILEIRA NATA;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
JANAINA ALVES;PRTB;BRASILEIRA NATA;40;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PARDA;N
JANAINA ANDRADE;PMN;BRASILEIRA NATA;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
JANAINA CARDOSO;PSL;BRASILEIRA NATA;45;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
JANAÍNA DE OLIVEIRA;PSDB;BRASILEIRA NATA;44;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
JANIO PAULO;DEM;BRASILEIRA NATA;59;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
JAPOLINO DA AUTO ESCOLA;DEM;BRASILEIRA NATA;53;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);SEM INFORMAÇÃO;S
JAQUELINE ROSA;PL;BRASILEIRA NATA;49;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
JARDEL;PDT;BRASILEIRA NATA;37;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
JB JOAO BRAZ EVANGELISTA;PL;BRASILEIRA NATA;70;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
JEAN DUDU;PL;BRASILEIRA NATA;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
JEANINE;CIDADANIA;BRASILEIRA NATA;34;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
JEFFIM DA PUC;PT;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
JERRY LEITE;PSD;BRASILEIRA NATA;54;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;S
JESSICA NATANE;PMN;BRASILEIRA NATA;29;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
JHONNY DO SALÃO;MDB;BRASILEIRA NATA;35;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
JÔ DO PINDORAMA;PP;BRASILEIRA NATA;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
JÔ FURBINO ARO;PL;BRASILEIRA NATA;52;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
JÔ MORAES;PC do B;BRASILEIRA NATA;74;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;S
JOANA D ARC (DO NAZARÉ);PDT;BRASILEIRA NATA;58;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
JOANA RODRIGUES;PROS;BRASILEIRA NATA;24;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
JOANES SILVA;PSD;BRASILEIRA NATA;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
JOÃO BORRACHA;PODE;BRASILEIRA NATA;77;MASCULINO;LÊ E ESCREVE;DIVORCIADO(A);BRANCA;S
JOÃO CARLOS JOHNNY;PROS;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;S
JOÃO COLETA;CIDADANIA;BRASILEIRA NATA;63;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
JOÃO DO ARMAZEM;PMN;BRASILEIRA NATA;30;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
JOÃO DO BAR;REPUBLICANOS;BRASILEIRA NATA;57;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PRETA;S
JOÃO DO FORRO;REPUBLICANOS;BRASILEIRA NATA;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
JOÃO HENRIQUE HORTA MASCI;PDT;BRASILEIRA NATA;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JOÃO MARCELO SIMÕES;NOVO;BRASILEIRA NATA;46;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JOÃO MOREIRA;PSC;BRASILEIRA NATA;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
JOÃO OSCAR;AVANTE;BRASILEIRA NATA;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
JOÃO STOPPA;NOVO;BRASILEIRA NATA;26;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JOÃO VICTOR;PSB;BRASILEIRA NATA;35;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
JOÃOZINHO DA AMBULÂNCIA;SOLIDARIEDADE;BRASILEIRA NATA;55;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
JOAQUIM PEREIRA;CIDADANIA;BRASILEIRA NATA;58;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;S
JÔHNY FARMACÊUTICO;PTB;BRASILEIRA NATA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
JOINHA EDUARDO DE SÁ;AVANTE;BRASILEIRA NATA;49;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
JONATHAN ALEXANDER;PSL;BRASILEIRA NATA;24;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
JORGE GABRIEL;PT;BRASILEIRA NATA;29;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
JORGE HANNAS;SOLIDARIEDADE;BRASILEIRA NATA;34;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
JORGE MÁQUINAS;PDT;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
JORGE SANTOS;REPUBLICANOS;BRASILEIRA NATA;49;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
JORGE TOMICH;PSC;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
JORJÃO DO SINTEEL;PC do B;BRASILEIRA NATA;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
JOSE ANGELO POETA;PV;BRASILEIRA NATA;62;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;S
JOSÉ ANTÔNIO SAGRADA FAMILIA;REPUBLICANOS;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JOSE DIMAS;PMN;BRASILEIRA NATA;36;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;S
JOSÉ ESTEVÃO - TAXISTA;REDE;BRASILEIRA NATA;61;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JOSÉ FERREIRA PROJETO AJUDAI;PP;BRASILEIRA NATA;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
JOSE FRANCISCO ;PMN;BRASILEIRA NATA;66;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;S
JOSE GONÇALVES;PSL;BRASILEIRA NATA;66;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JOSÉ HENRIQUE;NOVO;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
JOSÉ JUNIOR;AVANTE;BRASILEIRA NATA;43;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;S
JOSÉ MATIAS DESPACHANTE;MDB;BRASILEIRA NATA;77;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
JOSÉ MENDES DA SILVA PAPAGAIO;MDB;BRASILEIRA NATA;62;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
JOSÉ PAULO;CIDADANIA;BRASILEIRA NATA;65;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;S
JOSE RENATO O BENÇÃO;PMN;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
JOSÉ ROBERTO OUTEIRO BETO;PSC;BRASILEIRA NATA;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
JOSE RODRIGUES (ZEZINHO);PODE;BRASILEIRA NATA;63;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JOSÉLIA PPL;REDE;BRASILEIRA NATA;64;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
JOSIEL  RODRIGUES;REPUBLICANOS;BRASILEIRA NATA;38;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
JOSUÉ DA ENFERMAGEM;PV;BRASILEIRA NATA;48;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
JOSY DA PEDREIRA;PV;BRASILEIRA NATA;60;FEMININO;LÊ E ESCREVE;DIVORCIADO(A);PRETA;S
JÚ BORGES;REDE;BRASILEIRA NATA;43;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;S
JÚLIA SANT ANA;CIDADANIA;BRASILEIRA NATA;30;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JULIANA NORMAND;PSD;BRASILEIRA NATA;45;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JULIANA ROQUE;CIDADANIA;BRASILEIRA NATA;37;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JULIANA SANTANA;PATRIOTA;BRASILEIRA NATA;36;FEMININO;LÊ E ESCREVE;CASADO(A);PARDA;S
JULIANA ZAULI BAGNO;PSD;BRASILEIRA NATA;59;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;S
JULIANO DOS SANTOS;UP;BRASILEIRA NATA;46;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PRETA;S
JULIANO PARENTONI;PATRIOTA;BRASILEIRA NATA;41;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JULIARINA CRUZ;DEM;BRASILEIRA NATA;44;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
JULIO DO MERCADO CENTRAL;PMN;BRASILEIRA NATA;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
JÚLIO FESSÔ;REDE;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;N
JULIO TAVARES;PDT;BRASILEIRA NATA;66;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;S
JÚNIA SOBRINHO;PTB;BRASILEIRA NATA;48;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
JUNINHO DA PRACINHA;CIDADANIA;BRASILEIRA NATA;45;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);PARDA;S
JUNINHO DO IAPI PELOTA;PP;ESTRANGEIRO;47;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRANCA;S
JUNINHO JORNALISTA;PDT;BRASILEIRA NATA;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;S
JUNINHO LOS HERMANOS;AVANTE;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
JUNINHO PAIM;AVANTE;BRASILEIRA NATA;40;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;S
JUNINHO PIZZAIOLO;PODE;BRASILEIRA NATA;39;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;S
JUNIO ALEX;SOLIDARIEDADE;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
JUNIOR BRASIL DA ITATIAIA;PTB;BRASILEIRA NATA;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
JUNIOR GODZILLA;PMN;BRASILEIRA NATA;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
JUSCÉLIA LACERDA;REDE;BRASILEIRA NATA;45;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;S
JUSCELINO;PT;BRASILEIRA NATA;62;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SEPARADO(A) JUDICIALMENTE;PRETA;N
JUSSARA BORGES;PP;BRASILEIRA NATA;38;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
JUSSARA BRANDÃO;PODE;BRASILEIRA NATA;52;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
JUVENIL BAIXINHO DO BAR;AVANTE;BRASILEIRA NATA;46;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;S
KALIOPI SOFIA;PSDB;BRASILEIRA NATA;58;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
KARINA PEREIRA;PDT;BRASILEIRA NATA;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
KARINE MIGLES;PROS;BRASILEIRA NATA;21;FEMININO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;S
KARINE RAFAELA;PSDB;BRASILEIRA NATA;23;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
KASSINHA;PTB;BRASILEIRA NATA;59;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;N
KATHLEEN REIS;REPUBLICANOS;BRASILEIRA NATA;27;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
KATIA ARAÚJO;PTB;BRASILEIRA NATA;49;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
KATIA VALÉRIA;SOLIDARIEDADE;BRASILEIRA NATA;56;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
KBEÇA GEORGE;PSD;BRASILEIRA NATA;39;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
KEILA JACQUELINE;REDE;BRASILEIRA NATA;46;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PRETA;S
KELINE LIMA DO ESCOLAR;AVANTE;BRASILEIRA NATA;39;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;S
KELLY MENDES;PTB;BRASILEIRA NATA;38;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
KELLY SOUZA;PTC;BRASILEIRA NATA;33;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
KENIA;PP;BRASILEIRA NATA;45;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;S
KÊNIA RIBEIRO;PSOL;BRASILEIRA NATA;52;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
KERISON LOPES;PT;BRASILEIRA NATA;44;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
KESIA SOIER;PSD;BRASILEIRA NATA;36;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
KESSIA CRISTINA;PC do B;BRASILEIRA NATA;22;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
KET;PROS;BRASILEIRA NATA;19;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
KEY KLAUS KEY SHIMABUKURO;PROS;BRASILEIRA NATA;52;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);AMARELA;S
KIDINHO;MDB;BRASILEIRA NATA;57;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;S
KIKO BH;PDT;BRASILEIRA NATA;47;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
KILSON TELES;PSL;BRASILEIRA NATA;50;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
KUEI BAILE DO FERA;PROS;BRASILEIRA NATA;31;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;S
LAERTE DA AUTO ESCOLA;PSDB;BRASILEIRA NATA;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
LAFAIETE MENDONÇA;PODE;BRASILEIRA NATA;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;S
LAGUNA;NOVO;BRASILEIRA NATA;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
LAÍDE BRIGADO DENADA;PL;BRASILEIRA NATA;60;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PARDA;S
LAINNIO SOARES;PV;BRASILEIRA NATA;52;MASCULINO;ENSINO MÉDIO INCOMPLETO;DIVORCIADO(A);BRANCA;S
LAIS CRUZ;PMN;BRASILEIRA NATA;31;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;S
LALÁ;PL;BRASILEIRA NATA;48;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);PARDA;S
LANDSTONE;PT;BRASILEIRA NATA;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
LARISSA CALIXTO;PDT;BRASILEIRA NATA;24;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;S
LAUDICEIA MOTORISTA;PL;BRASILEIRA NATA;46;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PRETA;S
LAURA COSTA;SOLIDARIEDADE;BRASILEIRA NATA;22;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
LAURIMAR PIRES;SOLIDARIEDADE;BRASILEIRA NATA;40;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;S
LEA CARDOSO;PSD;BRASILEIRA NATA;71;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;S
LEANDRO DO LAVA JATO;AVANTE;BRASILEIRA NATA;35;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PARDA;S
LEANDRO DO TIROL;PSD;BRASILEIRA NATA;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
LEANDRO MARIANO;PL;BRASILEIRA NATA;34;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;S
LEANDRO SANTIAGO;PV;BRASILEIRA NATA;41;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);PRETA;S
LENA GOMES;PV;BRASILEIRA NATA;53;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
